att_laser,,unatt_laser,
X,Y,X,Y
-144.15584415584414,0.0865717615717615,-142.85714285714283,0.10677239427239416
-119.48051948051948,0.07326839826839815,-122.07792207792208,0.11844405594405594
-84.4155844155844,0.07349317349317341,-106.49350649350649,0.11950549450549441
-42.85714285714283,0.07375957375957365,-92.2077922077922,0.1195970695970695
-27.272727272727252,0.08443639693639693,-79.2207792207792,0.10814185814185806
1.2987012987013316,0.09519647019647015,-50.64935064935062,0.10447885447885452
19.48051948051952,0.11838994338994335,-6.493506493506459,0.09418498168498157
31.16883116883122,0.16461871461871447,11.688311688311728,0.09814768564768561
38.96103896103901,0.21274558774558772,27.27272727272731,0.1222860472860472
46.75324675324677,0.25318015318015313,38.96103896103901,0.15409174159174155
58.44155844155844,0.29267815517815515,48.051948051948074,0.18491924741924737
71.42857142857147,0.3177614052614052,61.038961038961105,0.21481018981018973
89.61038961038966,0.2967241092241092,72.72727272727278,0.24661588411588414
116.88311688311691,0.27959124209124203,96.10389610389618,0.2688811188811189
145.45454545454552,0.2797743922743922,123.37662337662343,0.27290209790209785
163.63636363636365,0.31066017316017314,142.85714285714286,0.273026973026973
183.1168831168832,0.3280927405927405,161.0389610389611,0.30487429237429237
207.79220779220785,0.3542124542124542,183.1168831168832,0.33097735597735595
225.9740259740261,0.3716366966366966,197.40259740259748,0.35318431568431563
233.76623376623385,0.39476356976356974,211.6883116883117,0.34750666000666
248.05194805194813,0.376585914085914,227.27272727272728,0.324529637029637
261.03896103896113,0.34974608724608724,248.05194805194813,0.3352397602397602
279.22077922077926,0.32101648351648354,259.7402597402597,0.3526223776223776
292.2077922077923,0.31629204129204125,264.93506493506504,0.37284798534798536
310.3896103896104,0.32890859140859136,274.02597402597416,0.3815601065601066
322.07792207792215,0.33475274725274723,290.909090909091,0.359552947052947
348.0519480519481,0.3243423243423243,307.79220779220793,0.3356227106227106
364.93506493506504,0.3167582417582417,323.37662337662346,0.3107226107226107
372.72727272727286,0.32930819180819176,350.6493506493507,0.3157051282051282
393.5064935064936,0.3130952380952381,362.33766233766244,0.33597236097236094
424.67532467532476,0.281564269064269,379.22077922077926,0.3456959706959707
437.6623376623378,0.2614552114552115,405.1948051948053,0.33047785547785546
454.5454545454546,0.275024975024975,427.27272727272737,0.3027347652347652
474.02597402597405,0.2443806193806194,453.2467532467533,0.2990551115551115
490.909090909091,0.23679653679653684,472.4025974025973,0.2878798285048285
498.7012987012988,0.21953879453879455,488.3116883116884,0.26562604062604067
522.0779220779222,0.22738095238095235,515.5844155844156,0.24176240426240425
545.4545454545455,0.2275308025308025,532.4675324675326,0.2236013986013986
562.3376623376624,0.19590825840825843,549.3506493506494,0.20832500832500833
583.1168831168832,0.1633491508491508,558.4415584415585,0.19492174492174497
605.1948051948053,0.13656759906759897,581.8181818181819,0.19795621045621037
627.2727272727275,0.13670912420912418,590.909090909091,0.2172452547452547
657.1428571428572,0.13305444555444557,600.0000000000001,0.23749583749583753
687.0129870129871,0.13901515151515142,616.8831168831169,0.2289502164502164
701.2987012987014,0.14295288045288035,632.4675324675325,0.21078088578088583
729.8701298701299,0.13159756909756903,635.0649350649351,0.18675907425907423
749.3506493506494,0.11441475191475192,641.5584415584417,0.16276223776223775
789.6103896103898,0.13198051948051948,649.3506493506494,0.14935064935064934
,,668.831168831169,0.1465909090909091
,,680.5194805194806,0.15147352647352652
,,690.9090909090911,0.16884781884781874
,,702.5974025974027,0.18046120546120548
,,718.1818181818182,0.1642149517149517
,,737.6623376623378,0.15183982683982689
,,754.5454545454547,0.15098651348651349
,,776.6233766233768,0.15208957708957715
,,790.9090909090911,0.1348734598734599
