att_control,,unatt_control,
X,Y,X,Y
-136.93548387096777,0.08181818181818179,-139.43731671554255,0.08636363636363631
-107.75476539589445,0.0736363636363635,-99.53445747800589,0.08727272727272717
-75.25843108504401,0.08272727272727265,-65.77895894428156,0.09363636363636363
-53.25329912023463,0.06999999999999995,-27.300219941348985,0.10636363636363633
-41.2719941348974,0.0763636363636363,-11.706378299120246,0.11363636363636354
-27.635630498533743,0.05818181818181811,16.083211143694996,0.11545454545454537
-1.2866568914956247,0.07272727272727264,50.35557184750732,0.15999999999999992
16.330645161290278,0.10181818181818181,79.32734604105573,0.22999999999999998
54.017595307917844,0.1581818181818182,91.11070381231676,0.24727272727272726
82.8739002932551,0.23454545454545456,109.27236070381227,0.2463636363636364
99.47947214076245,0.2527272727272727,135.0879765395894,0.22363636363636363
113.99560117302056,0.2527272727272727,176.50293255131967,0.27454545454545454
136.36363636363635,0.21999999999999997,198.1616568914956,0.2809090909090909
174.44648093841639,0.2545454545454545,217.6979472140762,0.2709090909090909
186.31231671554255,0.2672727272727273,235.5626832844575,0.2863636363636364
211.1876832844574,0.29636363636363633,283.8288123167156,0.22636363636363632
243.28812316715542,0.32727272727272727,331.3251466275659,0.27545454545454545
283.8013196480938,0.29454545454545455,355.8980938416422,0.2545454545454545
327.56414956011736,0.2827272727272727,378.5685483870967,0.2718181818181818
353.9598607038123,0.26136363636363624,448.5758797653958,0.21363636363636362
374.7250733137829,0.28363636363636363,486.80168621700875,0.1736363636363636
405.1099706744867,0.209090909090909,516.2958211143696,0.14818181818181808
431.27199413489734,0.16727272727272724,561.4332844574781,0.1272727272727272
457.9013929618768,0.16636363636363638,593.0333577712611,0.11909090909090903
490.5296920821115,0.1681818181818181,633.7664956011731,0.14090909090909087
513.7939882697947,0.1527272727272727,668.08284457478,0.11636363636363634
531.125366568915,0.13090909090909086,697.5274926686218,0.09363636363636363
558.0186950146627,0.11545454545454537,739.6352639296189,0.10636363636363633
580.0898093841643,0.09909090909090901,759.2210410557185,0.09363636363636363
602.1774193548387,0.08181818181818179,779.6535923753664,0.10090909090909084
624.2650293255133,0.06454545454545457,,
649.3878299120234,0.07999999999999996,,
668.3962609970674,0.09909090909090901,,
690.566348973607,0.07727272727272716,,
714.6114369501466,0.08545454545454534,,
737.133431085044,0.11090909090909085,,
779.9505131964809,0.08454545454545448,,
