att_laser,,unatt_laser,
X,Y,X,Y
-141.042904290429,0.07920792079207917,-142.58745874587456,0.09504950495049502
-111.70957095709566,0.07920792079207917,-110.5346534653465,0.09108910891089106
-95.88118811881183,0.09207920792079216,-86.53465346534651,0.09108910891089106
-67.68316831683163,0.07722772277227719,-61.05610561056102,0.08019801980198016
-35.60396039603958,0.07128712871287135,-42.23102310231019,0.06831683168316827
-16.950495049504923,0.07227722772277234,-18.363036303630338,0.07821782178217818
5.465346534653463,0.09108910891089106,13.267326732673297,0.10594059405940592
35.68316831683171,0.12475247524752475,55.51155115511557,0.13762376237623763
52.594059405940584,0.15643564356435646,68.55445544554459,0.15940594059405944
62.943894389438924,0.18019801980198014,88.94059405940595,0.18044554455445572
72.22442244224419,0.1841584158415841,116.29042904290435,0.17920792079207915
90.85148514851494,0.18712871287128718,145.6105610561056,0.18019801980198014
135.40594059405947,0.24554455445544554,162.81188118811883,0.19009900990099005
154.3894389438944,0.22178217821782176,178.45544554455444,0.2168316831683168
176.013201320132,0.19999999999999996,204.76567656765673,0.24356435643564356
193.01650165016503,0.22475247524752473,224.6600660066007,0.25148514851485143
204.89768976897687,0.23366336633663365,244.89768976897693,0.23366336633663365
225.84818481848185,0.2623762376237624,266.42904290429044,0.21881188118811878
248.27722772277224,0.2801980198019802,283.88118811881185,0.20990099009900987
263.1419141914191,0.26534653465346536,322.09900990099004,0.24356435643564356
277.980198019802,0.2524752475247525,343.5115511551155,0.2376237623762376
307.2343234323432,0.2584158415841584,363.9339933993399,0.2059405940594059
339.2739273927392,0.25544554455445545,388.1980198019802,0.1861386138613862
372.3432343234323,0.27524752475247527,434.41584158415833,0.21980198019801978
408.924092409241,0.23168316831683167,461.1485148514852,0.21485148514851482
450.17821782178214,0.2376237623762376,485.45214521452147,0.19207920792079214
482.7854785478547,0.19207920792079214,508.3036303630362,0.17821782178217827
496.3828382838284,0.17227722772277232,527.089108910891,0.16930693069306935
513.7689768976898,0.16831683168316836,560.8184818481847,0.13960396039603962
544.7260726072607,0.14653465346534655,594.2706270627061,0.1306930693069307
559.5775577557755,0.13267326732673268,604.9372937293729,0.1306930693069307
595.5907590759075,0.1316831683168317,624.9108910891089,0.13267326732673268
613.1353135313531,0.11584158415841583,643.4587458745873,0.1415841584158416
652.1188118811881,0.09207920792079216,672.7920792079207,0.1415841584158416
693.4389438943895,0.09306930693069315,683.6039603960394,0.1306930693069307
722.8910891089108,0.08415841584158423,705.029702970297,0.12376237623762365
742.8910891089109,0.08415841584158423,722.085808580858,0.14455445544554457
787.6963696369635,0.12376237623762365,731.3135313531353,0.1524752475247525
,,741.887788778878,0.15940594059405944
,,761.9537953795378,0.15445544554455448
,,792.8184818481848,0.13960396039603962
