att_laser,,unatt_laser,
X,Y,X,Y
-142.24540036278827,0.07450980392156858,-142.09639803057786,0.09705882352941175
-119.68126457631512,0.08921568627450982,-119.62295931588494,0.0980392156862745
-106.43949209639803,0.09313725490196068,-102.44234257579683,0.0980392156862745
-82.72868618813163,0.08137254901960778,-87.98911635138636,0.08529411764705885
-47.24669603524231,0.050980392156862786,-61.62866027468256,0.07450980392156858
-2.384037315366669,0.04019607843137252,-45.665975641357846,0.09019607843137245
9.490800725576548,0.03725490196078429,-32.339984451930576,0.10686274509803906
25.660792951541822,0.08431372549019611,-15.25654314589272,0.09215686274509793
40.47680746307336,0.1264705882352941,4.66442083441305,0.10686274509803906
51.41876133713393,0.1823529411764705,27.33221041720651,0.13725490196078427
80.83700440528636,0.23431372549019602,42.08344130603783,0.16960784313725485
118.1005441824307,0.2735294117647058,52.79865250064782,0.19117647058823528
144.54521896864472,0.2754901960784313,66.12464369007515,0.2078431372549019
157.67038092770147,0.2617647058823529,88.62399585384813,0.2127450980392156
173.43223633065557,0.24705882352941166,111.0196942213008,0.20196078431372544
194.57761077999479,0.24705882352941166,140.05571391552215,0.196078431372549
197.36978491837257,0.26960784313725483,158.66157035501422,0.21176470588235285
214.7188390774812,0.29509803921568617,174.643690075149,0.23039215686274506
234.6851515936771,0.3166666666666666,188.04094324954647,0.2578431372549019
257.0290230629696,0.29803921568627445,194.79139673490542,0.2794117647058823
270.10235812386634,0.276470588235294,205.46773775589523,0.29509803921568617
286.0650427571909,0.29215686274509794,218.72894532262242,0.30196078431372536
292.73775589530965,0.30196078431372536,233.16273646022282,0.2862745098039215
313.9932625032392,0.318627450980392,241.00803316921477,0.2735294117647058
335.24229074889865,0.334313725490196,254.22389220005184,0.2735294117647058
357.8647317958021,0.35784313725490186,267.530448302669,0.28725490196078424
371.1907229852293,0.3745098039215686,280.88235294117646,0.30784313725490187
384.4065820160664,0.3745098039215686,299.4363824825083,0.31568627450980385
396.19720134749923,0.3588235294117646,309.8859808240477,0.2970588235294117
405.24099507644473,0.3274509803921568,320.33557916558686,0.27843137254901956
415.6063747084737,0.2960784313725489,328.15496242549887,0.2617647058823529
423.34801762114546,0.26764705882352935,343.923296190723,0.2480392156862744
432.4242031614407,0.24117647058823521,358.58383000777405,0.2666666666666666
453.3881834672195,0.21372549019607834,370.6530189168177,0.2931372549019607
474.4363824825084,0.19901960784313721,382.64446747862144,0.30784313725490187
500.732054936512,0.17843137254901953,394.5322622441046,0.3068627450980391
528.5047939880798,0.18137254901960775,408.9466182948951,0.288235294117647
550.8745789064525,0.16666666666666663,418.0357605597304,0.2637254901960783
563.9738274164291,0.14901960784313717,433.66804871728425,0.2294117647058822
574.3845555843483,0.12450980392156863,452.0471624773256,0.2107843137254901
588.8118683596786,0.1078431372549018,470.4716247732573,0.19901960784313721
604.6320290230628,0.10196078431372546,490.34724021767295,0.20686274509803915
625.7514900233222,0.0980392156862745,503.6019694221301,0.2127450980392156
645.6076703809277,0.1029411764705882,524.669603524229,0.2009803921568627
661.5120497538222,0.1098039215686274,545.704845814978,0.18431372549019598
677.4423425757968,0.12058823529411766,569.5128271572946,0.1872549019607842
699.8898678414096,0.11764705882352933,585.3783363565691,0.18823529411764695
730.2863436123347,0.11764705882352933,598.6525006478362,0.19705882352941173
744.7784400103653,0.11078431372549014,617.0316144078777,0.17843137254901953
769.8820938066855,0.1098039215686274,628.8351904638507,0.16470588235294115
788.3713397253175,0.1078431372549018,636.6416169992225,0.14607843137254894
,,640.5091992744233,0.13137254901960782
,,649.682560248769,0.11960784313725481
,,661.5250064783623,0.11176470588235288
,,685.3200310961388,0.11274509803921562
,,706.5237108059083,0.1215686274509804
,,723.7043275459964,0.1215686274509804
,,740.7877688520342,0.10686274509803906
,,759.2381445970458,0.09901960784313724
,,769.7784400103652,0.09411764705882342
,,788.3389479139674,0.1029411764705882
,,800.3757450116609,0.12450980392156863
