att_laser,,unatt_laser,
X,Y,X,Y
-143.38308457711443,0.1094527363184078,-140.5771144278607,0.08855721393034821
-131.4162520729685,0.11442786069651734,-117.85737976782752,0.08059701492537308
-119.32338308457712,0.1004975124378108,-99.19071310116087,0.08059701492537308
-101.95024875621891,0.0945273631840795,-81.85737976782752,0.08059701492537308
-84.59038142620233,0.09054726368159205,-60.52404643449418,0.08059701492537308
-55.263681592039774,0.09154228855721391,-40.56384742951906,0.08656716417910448
-25.943615257048094,0.09353233830845764,-20.597014925373117,0.09154228855721391
-12.709784411276928,0.10845771144278604,-2.016583747927001,0.10447761194029848
5.797678275290252,0.13233830845771144,4.504145936981786,0.12636815920398003
17.41956882255394,0.18905472636815912,13.638474295190719,0.15621890547263673
22.33499170812604,0.2517412935323382,16.11276948590387,0.18507462686567155
27.383084577114488,0.29452736318407957,22.45439469320067,0.2338308457711442
31.00497512437812,0.3512437810945273,22.1028192371476,0.28656716417910444
37.29353233830847,0.4079601990049751,28.537313432835845,0.3213930348258706
40.98839137645112,0.45373134328358206,30.74626865671644,0.3900497512437811
50.082918739635176,0.48955223880597015,39.84742951907137,0.42487562189054723
60.5704809286899,0.5164179104477612,40.9817578772803,0.454726368159204
75.44941956882258,0.48457711442786067,50.09618573797681,0.48756218905472637
83.6749585406302,0.4507462686567164,55.20398009950256,0.5213930348258706
91.86733001658376,0.4218905472636815,68.6567164179105,0.5034825870646766
101.37313432835822,0.3960199004975124,72.83582089552237,0.47661691542288553
120.27197346600337,0.3611940298507462,81.07462686567169,0.4407960199004975
146.94527363184085,0.3601990049751243,89.30016583747926,0.4069651741293532
160.13930348258708,0.38109452736318405,100.1592039800995,0.37810945273631835
179.76782752902164,0.4368159203980099,113.61194029850753,0.3601990049751243
180.9021558872306,0.4666666666666666,138.92537313432842,0.36318407960199
191.21061359867338,0.5203980099502488,152.11940298507471,0.38407960199004976
205.54560530679936,0.5701492537313433,175.83416252072976,0.426865671641791
210.66666666666669,0.6019900497512438,179.55555555555566,0.46865671641791046
223.90049751243794,0.6169154228855722,192.59701492537317,0.5124378109452736
237.1940298507463,0.6228855721393035,200.34494195688234,0.5502487562189055
254.66666666666669,0.6019900497512438,213.5522388059702,0.5691542288557214
264.1194029850747,0.5840796019900498,225.53897180762857,0.5711442786069652
269.5986733001659,0.5621890547263682,236.2056384742953,0.5711442786069652
273.7711442786071,0.536318407960199,249.53897180762857,0.5711442786069652
283.2039800995026,0.5213930348258706,261.56550580431184,0.5671641791044776
293.9767827529022,0.5054726368159204,272.3980099502488,0.5422885572139303
312.49751243781105,0.527363184079602,288.5439469320067,0.5203980099502488
320.3184079601992,0.554228855721393,303.33001658374803,0.5024875621890548
333.41293532338324,0.5900497512437811,320.6235489220565,0.5084577114427861
342.62686567164184,0.6079601990049751,344.3184079601992,0.554228855721393
354.54726368159226,0.6199004975124378,357.4461028192373,0.5850746268656717
370.6003316749587,0.6119402985074627,373.48590381426203,0.5791044776119403
381.47263681592045,0.5810945273631841,383.0779436152571,0.5402985074626866
387.01824212271987,0.5492537313432836,387.27694859038155,0.5104477611940299
393.9170812603649,0.5144278606965174,394.14262023217253,0.48059701492537316
399.44278606965196,0.48557213930348253,403.76782752902164,0.4368159203980099
405.0149253731344,0.44975124378109455,412.0597014925375,0.39303482587064675
415.9004975124379,0.41691542288557215,424.2255389718078,0.3681592039800995
432.1393034825872,0.38109452736318405,439.0514096185739,0.34427860696517415
444.2321724709786,0.3671641791044776,448.4776119402986,0.3303482587064676
464.18573797678283,0.37412935323383084,461.8706467661693,0.3213930348258706
483.02487562189066,0.34825870646766166,485.9966832504147,0.3024875621890547
503.19734660033185,0.3223880597014925,499.3366500829189,0.3014925373134328
515.2437810945275,0.31542288557213927,519.3034825870648,0.30646766169154227
527.2504145936985,0.31442786069651735,527.2703150912107,0.3114427860696517
536.6368159203982,0.30646766169154227,543.4096185737978,0.290547263681592
552.716417910448,0.29452736318407957,559.5754560530681,0.26567164179104474
571.4427860696519,0.2855721393034825,573.028192371476,0.2477611940298507
583.3432835820897,0.30049751243781087,581.0945273631842,0.23781094527363178
603.5754560530681,0.26567164179104474,597.0945273631842,0.23781094527363178
609.034825870647,0.24676616915422883,611.867330016584,0.22189054726368151
611.8606965174131,0.2228855721393035,628.0000000000002,0.20199004975124368
622.6401326699836,0.20597014925373125,645.5124378109456,0.1751243781094527
638.6998341625208,0.19701492537313425,661.5655058043119,0.16716417910447756
651.9535655058044,0.20895522388059695,674.9585406301826,0.15820895522388057
670.4941956882258,0.22786069651741292,699.0248756218907,0.1482587064676616
686.593698175788,0.21293532338308452,723.0845771144279,0.1393034825870646
705.3266998341628,0.20298507462686566,741.7247097844115,0.14328358208955216
734.7396351575458,0.19104477611940296,765.6384742951909,0.15621890547263673
756.145936981758,0.18009950248756212,789.5787728026537,0.16517412935323383
770.9585406301826,0.15820895522388057,793.6583747927034,0.15323383084577102
787.1044776119404,0.136318407960199,,
792.5373134328361,0.1213930348258706,,
