att_control,,unatt_control,
X,Y,X,Y
-141.10753557846186,0.07927931028548807,-142.41365662267035,0.10219063516373827
-123.57557089019284,0.08715733682091165,-122.52757653456311,0.10829963346010207
-104.76329782657322,0.07652940062982905,-106.15201941112693,0.1135378843936603
-81.41315757773907,0.09143879816213785,-87.35523394882205,0.10555316549362426
-53.31348625905591,0.09576155977353684,-66.40050936999876,0.1292801707077833
-32.0903099241107,0.07367279860955755,-45.30639637934294,0.1292182203025244
3.0871951954019323,0.07004525821273078,-32.369086747775754,0.12125070984839359
19.478239920152845,0.07264029185524246,-17.09831185145663,0.11503846087659819
38.94099223899093,0.1509972294402092,-2.942644249797752,0.09913785686014698
47.90315086644529,0.22145549035466605,11.130422811515928,0.0973344117292767
59.27621276522524,0.2804529262962262,23.78895561941806,0.13694481251398183
72.05348384987354,0.2997986611829086,39.9321987231333,0.18183132281323666
96.84397102097711,0.268888850647898,50.174665725938326,0.23378362100118733
107.4787905904218,0.25387964412933867,61.65614083392131,0.27427853590542245
128.57290358107758,0.25381769372407975,88.72330539828954,0.2548157835865843
147.23546316532156,0.26874085801311287,106.34819569444687,0.24683450637572923
166.93569203765207,0.306568463802034,120.35931235050163,0.2556039304090447
183.10474781022526,0.34704961194954487,133.1520710364647,0.27230644800468073
195.79941835452837,0.3804925057218083,153.10526406360248,0.26696150470651
213.38817091428473,0.3786787355233949,170.74564196107445,0.2563370102046085
231.04403641307152,0.365411023730447,190.6472096504965,0.25980279120992583
240.50179828259706,0.35128633133141746,202.2164478325962,0.285319474798231
254.45096453339295,0.37062862452891887,213.81666121732547,0.30554972380444323
269.51523807884905,0.3996592727710761,223.06275920221645,0.3275490010497152
278.8284490027706,0.41020460842181344,234.65781005317416,0.3486603224862763
311.7860646005059,0.3854382130749773,239.11823923181504,0.3874137426649
324.7646745022458,0.37042212317805584,254.21865051367212,0.41027688389461553
349.29187245099894,0.3844470065908348,267.001084132092,0.4287415463509491
366.93741288224265,0.3729414396585845,284.67759976596506,0.41194954483660584
390.3649911376503,0.3746347507356611,297.75946034313637,0.3793120063327081
411.5468672024229,0.35959456901447234,314.31054361480614,0.3545937946344066
415.19161604515494,0.33755743318820886,329.6587565176989,0.335165459207379
428.3044518249556,0.2996334601022182,346.1272392490234,0.3245444063946586
441.37082480081216,0.26963913888936697,358.8735351310423,0.3491765758634338
459.03701536714215,0.2546092822357213,367.00452582127303,0.3614874980640499
470.71466675844505,0.26162344478670135,385.7600110134053,0.36055135860680426
497.73536851886905,0.2500903443410026,398.69732064497254,0.35258384815267335
509.5678959233191,0.23067233398151815,419.9204969799178,0.3304950869886941
532.9283612396964,0.24381958665312942,437.545387276075,0.32251380977783906
549.4742819775945,0.2199824473851767,447.0702620846311,0.296935175784275
570.6974583125395,0.1978936862211974,462.4184749875239,0.2775068403572474
582.540310784533,0.17671353100101528,469.5582591936122,0.25898366918483595
595.4569702810138,0.17227031026827977,482.55235669666666,0.24132436199686808
608.3065168384644,0.17928103113007865,506.0625354924196,0.22892051418836368
622.4725095076662,0.16161828225292985,521.3333103887387,0.22270826521656834
637.7949097417011,0.14659530897764628,542.5358365885977,0.2041437937739844
657.8255407754125,0.12803427922424326,562.530329885908,0.191750271033023
664.9343497788714,0.11479754263392472,577.6926915730239,0.2040405430985529
683.7311352411762,0.10681282373388856,594.1147115004044,0.2013491421589716
714.3088227702156,0.08822081877785626,614.104042263943,0.18983669184835916
729.5692725989916,0.08377071466675845,625.9468947359364,0.16865653662817714
745.9758049250572,0.08372253101822369,635.3736814028325,0.15981827881124056
765.7947720741338,0.10128547090912221,648.3471287708005,0.1456832613446679
795.0921512278223,0.10119942867959597,670.7267126705788,0.1262342757825542
,,705.8680800536902,0.12877424239816904
,,736.3889797112422,0.11987403417597353
,,758.7375884083908,0.10571148319595258
,,791.6280910670957,0.09239902944365097
